0,1,2,3,4,5,6,7,8,Labels
1.018720984,1.192573786,0.981582522,0.120938145,-0.05196007,-0.001044674,-0.003274551,1.100983262,0.943239629,0
0.98101294,-0.18772313,0.175897837,0.173834607,0.985304654,-0.11172092,0.878528953,-0.001367598,0.126470372,7
1.127716422,0.966856062,0.961234331,0.94392699,1.278523088,-0.006764778,0.931622028,-0.127362162,-0.027307391,5
1.109634161,-0.063379019,-0.008521369,-0.094343551,0.926897407,0.064326033,0.964838445,-0.05298239,0.020403957,7
0.098467432,1.122708201,1.042905092,-0.039442386,1.078602552,-0.065466575,1.061118603,1.100432158,1.160683274,18
1.109526396,1.129352093,1.056423068,-0.030414326,1.053390503,0.917262137,0.114866093,1.014979124,0.862063587,8
1.030574679,1.151417613,1.069631457,1.000620723,0.947514296,1.043961763,0.017082101,-0.130903438,0.011627657,23
0.287081182,-0.083935589,1.157530546,0.892633617,-0.145625457,1.106867909,0.908574641,0.825631261,0.904180169,6
0.071166329,0.072897069,0.160715833,0.012664865,1.110179424,0.071151718,0.054057874,1.092182636,-0.269356251,27
1.045556664,0.818424046,1.081379771,1.063788652,1.126802444,0.003551228,1.183267951,0.045603778,-0.006515871,5
1.006382942,1.142731786,0.107180476,0.941402316,-0.005454534,1.073239326,0.921668589,0.018007612,0.126063958,24
0.93689245,0.043994542,1.045770407,-0.099769197,0.863533199,0.107204698,1.019072056,0.050225008,1.153086782,3
0.042784028,1.073539495,0.776484847,1.110002041,0.191846356,1.059428692,1.015455604,0.924870193,-0.011787325,19
0.966196477,1.094517469,1.074797511,1.023479104,0.947386682,0.179856837,0.989830017,0.03994612,0.922613502,21
0.800126255,1.066260338,0.9273175,0.066843562,-0.135399148,1.151882529,1.097155333,-0.081304468,0.076491259,15
-0.036152475,1.023699045,0.950472772,0.993410349,0.055385072,1.055508137,0.981799066,0.883040965,-0.103953831,19
0.858180642,1.137170911,-0.012354522,-0.023409203,1.074053884,1.2100389,1.040763497,0.963447332,-0.106942855,20
1.030907035,-0.135422096,1.043660998,0.151299998,-0.014940487,0.059069943,-0.028294951,0.057244331,0.944348454,4
0.866812348,0.921234429,1.042919755,1.034739375,0.010823375,-0.049943209,0.069850437,-0.137885228,0.148002192,2
0.861309171,0.954966128,1.078541756,1.024021864,-0.141760245,-0.053496372,-0.118119679,0.026060833,0.042787362,2
0.890590072,0.856948018,0.98940587,1.055271149,-0.116372705,0.045054283,-0.160035104,0.100969791,0.002208955,2
-0.013851634,0.216964245,0.033470448,-0.061673027,1.062837124,-0.023182968,-0.409722149,0.988225222,-0.120778501,27
-0.006721705,-0.13831012,-0.062301069,0.036314499,0.867966771,-0.006287319,0.017380742,0.741818011,-0.043039065,27
-0.011032849,0.089092709,0.054724928,0.957415044,0.96995455,0.93546319,-0.118585311,-0.028320042,0.018988082,25
0.86183697,0.000497781,0.140863582,1.06159842,1.119441152,0.829895318,0.012176844,0.071954094,0.882137775,11
0.899506629,0.032572828,0.134804681,0.042437661,0.967202902,0.031934258,0.883636296,-0.050429989,0.093325339,7
-0.009640499,0.095934868,0.116013996,1.254808784,0.869566321,1.134092093,-0.116015695,0.030910471,-0.069110207,25
1.096745849,0.961410582,0.02857383,1.069875717,-0.139357507,1.187252283,0.999741256,0.948868334,-0.002387274,1
0.047044512,-0.04766814,0.096172839,0.902764082,1.185039639,0.170164749,0.951576769,1.07895124,0.869626164,14
1.0919168,0.199903175,0.913998902,0.055771548,-0.055538829,-0.013038272,-0.092308521,0.138892695,0.998381674,4
-0.008482064,1.020957708,-0.189083919,0.825105906,0.174117357,0.811965227,-0.101297431,0.926998019,0.895973682,9
0.864782155,1.151753426,0.035053492,0.073555835,0.059743412,-0.018955223,0.990908921,-0.113118827,0.983757734,16
-0.017512716,-0.069652386,0.069867037,0.029432042,0.097333096,-0.046168458,0.019504728,1.070590496,-0.176036417,28
0.090458058,1.129232883,-0.019916413,0.063428856,0.085667185,-0.008244535,0.108865216,-0.057367451,0.044530775,29
-0.025917197,0.080649473,0.092126913,0.0740733,-0.038234904,0.024688847,0.130304903,0.032387607,0.007785927,26
0.953670263,-0.081044212,0.024522912,-0.029548591,1.072480917,0.031500671,0.933276057,-0.022366177,-0.184023187,7
0.136914805,-0.134618863,-0.153338566,1.137232423,1.107547045,1.064746857,-0.050567638,-0.049728584,-0.029830331,25
-0.052353092,0.897554696,0.860108018,-0.135118797,0.889767647,0.162506431,1.093261003,0.898930728,0.788153052,18
0.921136379,1.095910907,-0.130444512,0.07655827,1.044110298,1.053530097,0.870654702,0.967205167,-0.166964695,20
1.076277614,0.043098126,-0.008017993,1.129900217,1.285865664,0.89834398,0.137855291,0.012994008,0.927919984,11
0.995920777,-0.016400352,1.179293871,-0.133049712,-0.116953015,0.037599485,-0.046956021,0.014565854,1.038502574,4
0.036163334,1.116985798,-0.116215087,0.148702309,0.010694455,0.13186641,0.032937132,-0.007345439,-0.050092649,29
-0.121360801,0.122848608,-0.075899027,0.019403812,-0.019139795,-0.177562162,-0.183891475,0.059730884,0.075376607,26
0.970062137,0.095426641,-0.181859821,0.105959319,1.041337132,0.129815623,0.998395622,0.074743316,-0.181113333,7
0.888794005,1.028529763,0.964959681,-0.048221774,1.043966413,0.970824897,0.046446182,0.891784966,1.065677643,8
1.075068593,0.942786038,0.013165742,-0.006236382,0.875391662,1.003306866,1.050891161,0.980372488,-0.178453788,20
0.878644466,0.949084342,0.809144795,-0.084524982,-0.079595335,1.01221776,1.017672539,-0.02841497,0.071017094,15
-0.089899696,1.041050434,1.27890718,-0.024964204,0.019200621,1.017730474,0.123831205,-0.06106019,-0.011725935,10
0.058292389,0.894594669,0.910840929,-0.099785365,-0.077097885,-0.116804115,1.052809715,1.116983891,-0.046826378,12
1.035696745,0.92689085,1.137831211,1.056646585,-0.042625811,-0.083137982,0.795238316,-0.021652328,0.036863219,22
-0.057320386,1.023243308,0.079427056,0.169691861,0.058917679,-0.093737252,0.069719337,0.061880112,0.089270964,29
0.187646344,0.069749825,0.009566955,0.016300909,-0.093287468,-0.03927223,-0.040212095,1.056577086,0.104463592,28
1.089375138,0.910197675,1.13389492,0.161153004,-0.066510104,-0.034924112,-0.041708294,0.966832936,0.980433941,0
0.96664983,1.026703835,-0.018382831,-0.068781815,-0.24196355,0.122675873,1.051793456,0.008805119,0.844762981,16
0.847712398,0.956009328,0.910895169,0.927914858,0.990821064,0.007200369,1.04097867,-0.016783424,0.19893907,5
0.9645679,-0.077213332,0.088704854,0.068061322,0.988491058,0.069740139,1.047075272,-0.013690767,-0.168246284,7
0.12676999,0.834934592,0.019443974,1.127006531,-0.070612416,1.159270048,0.012415126,0.984269679,1.241778731,9
-0.05907632,1.052721024,0.861869633,-0.057106972,1.032130003,-0.254603475,1.023426414,0.94684124,0.954315484,18
1.096250653,1.043515563,-0.091448985,-0.093597963,-0.142222673,-0.046228558,0.991108,-0.114001587,0.995267332,16
0.100833297,0.800904095,0.901985049,0.101435758,-0.110877134,1.068013787,-0.056190521,0.109969072,-0.049193934,10
-0.111671723,-0.10024184,-0.138021663,-0.000823292,-0.199447736,-0.042482033,-0.005796926,0.042350411,-0.012861078,26
-0.122203685,0.064330302,0.022016091,-0.051311266,0.057009228,-0.182648659,0.037022602,0.179757342,0.025130639,26
1.139434338,-0.003754963,0.023969343,0.038456991,0.975161314,-0.119530752,1.18584609,-0.020230412,-0.060324576,7
-0.190723971,0.906317472,0.804306924,-0.127719149,-0.052871939,-0.04682624,1.044552088,1.04773128,-0.110046767,12
1.061239123,1.081653118,1.054259896,1.026255965,0.977909267,0.008111541,1.071144462,0.004745544,0.102854371,5
0.904483974,0.174355373,0.854544282,-0.008767664,1.015838265,-0.155190632,0.944930196,0.194060877,0.951530695,3
1.043709755,-0.118009865,0.075800091,-0.009325407,1.070933104,0.117467836,0.982801974,-0.101542257,-0.192912042,7
-0.027594641,0.875668108,-0.082084574,1.014056444,0.088523731,0.971797705,0.049438518,0.947633266,0.12539123,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
1.219619155,-0.068723544,-0.039818242,0.927212238,0.974606156,1.015569925,-0.087691873,0.115980878,0.93410182,11
0.079229034,0.959997356,1.02087903,-0.078378312,-0.050379973,-0.198330224,1.062307715,1.04319489,0.150095671,12
1.04436779,0.07341139,0.056038786,0.901820242,0.91575253,1.072456479,-0.178970814,0.01881385,0.776871324,11
1.062589288,-0.126289204,-0.037606213,1.043472528,-0.15582034,-0.027783429,-0.174773917,0.965121031,1.016663074,17
-0.146068901,-0.053533878,0.103250995,1.027038097,0.792730987,0.930451691,-0.105128817,0.020895066,-0.126561716,25
0.198796839,1.139860272,-0.087171957,1.070902348,-0.020611195,0.92033118,-0.160540164,1.141514897,1.073609233,9
-0.095368877,-0.144601688,0.115254976,0.026534051,-0.017183956,0.109921135,0.122182094,-0.200218946,-0.007361726,26
0.868286073,0.935275495,1.193345666,0.902580976,-0.076162331,0.098135881,0.131315038,-0.034202415,0.152463228,2
-0.108204484,1.06443119,0.218646511,1.158755779,0.010478987,0.907874525,-0.033436213,1.059063554,-0.117926814,13
1.069818974,1.012048244,0.870754302,1.200232029,0.036054309,-0.252030194,-0.091490015,-0.05672669,0.049496796,2
0.975301802,0.008052378,-0.09096732,0.162733063,0.785441816,-0.111944072,1.017662168,-0.058519047,-0.127929851,7
0.161483631,0.135907128,0.107880175,0.031059733,-0.184431612,-0.03849623,0.15388827,0.065327257,-0.105320655,26
1.028595448,0.976855099,0.91704613,1.178784728,0.023993965,-0.054330051,0.146841183,-0.06353616,0.075224087,2
0.882403135,0.801128983,0.860342085,0.874619484,0.749944508,0.059104223,0.952202201,-0.007739322,0.13813132,5
0.912070274,0.153874874,1.113984466,0.032771267,0.91213572,0.064148232,1.004773736,0.134357005,1.128984332,3
0.828496575,1.024548292,0.981895447,-0.033609468,0.893370032,1.016630292,0.038508315,1.105096579,1.0769068,8
0.923749149,0.780559778,0.888418734,0.10834872,0.059216958,1.110157013,1.012625337,0.008204602,-0.064804725,15
-0.070225492,0.972572863,1.014737606,0.042476606,0.145119831,0.898297906,-0.057086941,0.02711851,-0.006335843,10
0.147274151,0.961117923,1.137442589,-0.055203225,1.125450253,0.011047836,1.086949468,0.933541834,0.985876024,18
-0.025315434,0.896436334,1.134989858,0.016385242,0.186859086,0.998931408,-0.04291996,0.096752472,-0.069053419,10
0.098677002,-0.172871903,-0.187384903,1.077666759,0.910195231,1.037443042,0.069221176,0.018823553,0.024887282,25
0.998216033,0.007905573,-0.091595121,0.988704264,-0.062382098,-0.008334215,-0.080556504,0.930740893,0.900826633,17
-0.135166779,1.013689637,1.020149231,0.064972401,0.963524103,-0.124548696,0.914184272,0.96484381,0.913492799,18
0.846472979,0.026526814,0.148903057,1.022360563,1.013406515,0.823293805,0.01618921,0.22043626,0.815949321,11
0.930004835,0.856834471,1.071149111,0.91373837,0.72162497,-0.082045719,1.049506426,-0.071114637,0.980724037,21
-0.103995539,0.016041167,-0.022680603,0.01664713,1.004774213,-0.020322591,-0.167263865,1.032810688,-0.089692429,27
1.055159807,1.132042408,-0.270156384,0.055579383,1.133560658,1.026875257,0.965545714,0.957964242,0.096624956,20
1.043637991,-0.105289556,0.006857669,0.948695004,0.987639248,0.914172709,-0.066879235,-0.209630236,1.047765493,11
-0.031220322,0.216747284,0.024227696,-0.011537767,0.948647559,-0.024780223,-0.007905851,0.85050559,0.208074972,27
1.024055719,1.071842074,1.034288287,0.111267008,-0.012094324,0.861038744,1.040512443,0.069754437,0.109391943,15
1.166791558,1.060285807,0.097359933,-0.076560043,-0.20773302,0.079622135,0.948003173,0.119368099,1.217258453,16
-0.013608098,0.068150826,-0.029361388,-0.168732762,1.048379183,-0.067090802,0.009581528,0.89473474,-0.098319381,27
0.862965226,-0.020765534,-0.082551524,0.99737072,-0.010353617,-0.150559396,-0.018590135,1.12526083,1.053342342,17
-0.128882572,1.081406116,1.080555439,-0.045365151,-0.016110979,0.11463245,0.974375486,1.118443489,-0.000417687,12
0.113689996,1.152311325,1.005162954,0.153847322,-0.080766045,1.134606957,-0.166680649,-0.026368478,0.004393018,10
1.166239858,-0.168733358,0.130921677,-0.206571057,1.079152822,0.172692791,0.993667543,0.025053585,0.040319342,7
0.087275319,1.149345994,1.090584755,-0.02084114,0.187482491,1.172886372,-0.014522699,-0.06604699,-0.059414156,10
1.04390645,1.033018231,0.936450064,0.018446643,0.151811048,0.898247182,0.860139847,0.211092815,-0.008016165,15
0.900000811,1.016831756,0.944708109,0.193005994,0.107618026,0.963056386,0.956671953,0.015096344,-0.070609301,15
0.195684493,1.082703352,0.863760829,0.008912562,0.108029746,0.005749392,0.784840643,1.012465477,0.196125194,12
0.886268079,-0.067722522,-0.051885542,0.085602388,0.967499137,-0.044833452,1.084452868,0.009404961,-0.081262536,7
-0.007968281,0.168620557,0.017732704,0.915955007,1.122251749,0.909558356,0.034174722,-0.026454154,0.168337077,25
0.899106205,0.267933041,0.056323465,0.10426636,1.110971332,-0.038809601,0.989526808,-0.007383119,0.030550247,7
1.00882268,1.052903652,0.973081768,1.125949979,-0.179149002,-0.133763164,1.063066363,0.093200527,-0.058911461,22
1.017710686,-0.104909115,0.997378349,0.112625532,-0.142213136,0.132312015,0.005492433,0.03876986,0.990838647,4
-0.11110463,-0.110884942,0.981526792,1.127633095,0.015635177,0.9385432,0.99421674,1.047658086,0.965580285,6
0.019602453,0.927761972,1.099309444,-0.065953836,1.07971251,-0.037692808,1.011567116,1.152405858,1.195618391,18
1.169926524,0.028762324,0.074572071,0.850658059,-0.139173374,0.024834206,-0.145142496,0.962366939,1.021005869,17
1.111413479,-0.038713045,0.087988399,-0.070000775,0.940102816,0.138873562,0.917665422,-0.250418574,-0.040268332,7
1.03197813,0.979530871,0.892062545,1.130323172,-0.036843073,-0.167188466,-0.065170191,-0.043542709,-0.085457273,2
0.907512069,1.063977957,1.000826716,-0.03222033,-0.155217811,0.688253403,0.963404059,0.046578754,0.073624596,15
-0.150594249,0.130258828,0.173693463,0.013454335,1.091977954,0.18892394,0.027168347,1.09361589,-0.065663099,27
0.039383899,0.121660151,0.077635296,1.056019187,1.027109146,1.025379181,0.06959036,0.159503117,-0.05742852,25
0.135891691,0.92611903,-0.042546269,0.988467097,0.132072315,1.05514729,-0.09803462,1.076939225,0.825098038,9
1.007778168,1.249955416,0.81102562,0.113451518,0.162173495,0.94840014,0.942602992,0.017809294,-0.08922033,15
-0.13751635,-0.062949635,1.106391907,0.888839066,0.092533611,0.995487094,1.032446146,1.110283375,0.864161313,6
1.034779787,1.015744328,0.107190587,-0.059666287,0.940962732,0.882705212,1.200131178,0.973276675,0.041929435,20
-0.01588795,1.238915563,1.072932124,-0.01202901,-0.003921282,0.888873756,0.043904766,0.069468044,-0.039119132,10
0.067521892,1.028748751,1.123286963,1.073040366,0.015638677,1.028036952,0.929000378,0.994761407,0.01078066,19
1.101401925,0.861503601,-0.051321983,1.062219501,0.003043811,0.97901535,0.962750554,0.841816187,-0.028648997,1
1.075515866,1.013215661,-0.039988201,1.066314816,-0.031865351,0.874193668,0.832994163,0.994129896,-0.0554666,1
1.023841023,0.921402156,1.048827171,-0.068478569,1.059367537,1.043174386,0.000169988,0.887120545,1.086816907,8
0.104551606,0.142509148,-0.012279828,0.159381628,1.119909763,-0.043689284,-0.085144766,0.964223742,0.082834654,27
1.053990602,0.986138999,-0.053738486,0.02285441,-0.005662551,-0.087695897,0.606878042,-0.067495547,1.002704978,16
0.000101466,0.060776748,0.124197207,0.070748076,-0.042126831,-0.004900681,0.06395635,0.054175496,-0.141681895,26
-0.172148511,-0.027663544,-0.009858112,1.159386396,0.843770862,0.858388305,-0.146902755,-0.026019821,-0.086558975,25
0.847053707,1.122961164,0.085283153,1.010388017,0.092378445,1.00065124,0.864707768,0.979156494,0.005004474,1
1.015670896,0.034163345,1.022553205,-0.183165416,0.022734461,0.037098266,-0.158405885,-0.099882685,1.021391034,4
1.119521976,0.953531802,1.154842854,0.981418371,0.981291831,-0.001757266,1.112041116,-0.038106125,-0.159141123,5
0.064695805,0.128196746,0.217911199,0.051940739,0.127300262,-0.005164354,0.109921552,1.086817741,0.008923481,28
-0.119805418,-0.164357081,-0.155601963,1.02015245,1.043670297,0.886640549,0.017735219,0.076536581,-0.13229081,25
0.081623308,1.181892753,0.119222425,1.151540518,0.057258695,0.818825722,0.095096961,1.124740839,0.037714202,13
1.061264038,-0.023065796,-0.089590535,0.985624909,0.107512474,-0.15709728,0.032608978,0.950135767,1.204576135,17
1.073462129,-0.011237509,0.193443656,0.986212134,1.018989563,1.11447072,0.006217283,-0.056704331,0.928438306,11
-0.22314246,0.013172804,-0.151827499,-0.08736708,1.086115956,-0.03490768,-0.162334606,1.110445976,0.091178708,27
0.998002887,0.936717808,-0.060409307,-0.130126581,1.066603303,0.958694458,0.929268479,1.006289005,-0.035712648,20
1.179474115,0.87815392,1.03305459,0.953312755,0.92262733,-0.147154048,1.003462553,0.115265787,0.087401703,5
0.990650654,1.052120566,0.846336305,0.842401862,1.061324239,0.05431601,0.803206146,-0.067349777,1.113461494,21
0.161521181,0.929576695,-0.001985681,0.013280617,0.012063485,-0.032301482,-0.156120792,0.002020978,0.114868581,29
1.189670086,1.124768376,0.882594585,-0.107598893,1.17644012,1.064781785,0.036531866,1.006687403,1.012969851,8
1.140002489,0.970827878,1.018686533,0.983779848,1.073903799,1.220188141,0.055726644,0.129689991,-0.032633465,23
1.037283182,0.055775471,-0.031330813,1.182685018,0.858160496,0.802105784,0.037874397,-0.217440039,0.901976407,11
0.148133367,-0.028657073,0.042607527,-0.06366083,-0.09723147,0.04667557,-0.07618621,-0.078605585,0.166854903,26
-0.133634552,-0.104413345,-0.090039864,1.240409493,0.972556233,0.075705029,1.058365107,0.925052762,0.986155868,14
0.88453871,0.952865124,-0.118586078,1.008924365,-0.07352858,1.106050968,0.834482789,-0.080121972,0.022594793,24
0.912309766,1.005923271,0.873632073,1.012114763,1.135737419,0.135070071,0.801011086,-0.031361733,-0.053366512,5
0.998380423,0.926401258,0.955739141,0.023780821,-0.055258758,-0.073560826,0.06564226,1.015204191,0.925329506,0
0.977373779,0.013006925,-0.005557394,-0.178334102,1.13988626,0.033055108,0.926190138,0.06267076,-0.039563272,7
1.122059345,0.012907835,0.142622158,1.031177282,0.993695438,0.931348741,0.11737287,-0.082064629,1.140991449,11
-0.037420504,1.016502738,0.032918151,-0.154219434,-0.157350779,-0.115489148,-0.030625744,-0.174623176,0.096015781,29
0.955986857,0.052283134,0.986691475,-0.014419788,-0.022584731,0.011272237,-0.118237369,0.161511406,0.938082576,4
0.96490854,0.013750178,1.099391103,-0.165009812,0.846766472,0.113581553,1.05318892,-0.222947672,1.243237495,3
-0.085479327,-0.229140833,0.127152905,0.081704222,-0.057906028,0.105002359,-0.043525152,0.108454242,-0.04866701,26
1.004207134,1.217412591,0.977620959,0.979945958,-0.116887547,0.047015935,0.871409059,-0.074051008,-0.19852224,22
1.177306652,0.90207237,0.919586539,0.904729962,0.243309662,-0.19963181,0.836234868,0.011029609,-0.192922577,22
0.086973332,0.072158493,-0.076394625,-0.119656183,1.025636911,0.082467638,0.114814997,0.911968052,0.038419407,27
0.886147738,0.145006165,-0.034160804,0.988415956,0.125005305,0.013756553,-0.104224645,1.027928472,0.899883509,17
1.066898823,0.900465846,0.953027427,1.157690525,-0.002123723,0.325043797,0.070198111,-0.056520797,0.130623057,2
0.046948146,1.249265075,1.008074403,-0.053790778,0.021182282,-0.16980885,1.023287058,0.94586128,0.139204279,12
-0.021945534,1.040852785,0.867710173,-0.01637488,-0.130761102,0.932451189,0.146909863,-0.086986482,0.159669623,10
-0.001138884,-0.04557468,-0.104679547,0.091972813,-0.037339028,-0.075776115,-0.013776864,1.080624342,0.017489584,28
0.801823914,0.955877602,-0.018835912,0.888033926,-0.004699497,0.872574329,1.257059216,0.126380861,0.097417869,24
1.009199977,0.913283885,0.004599968,1.031977654,0.049866397,1.142390013,1.046868205,1.098655343,-0.094294205,1
1.05227828,-0.258853972,0.057020914,-0.112259977,0.883066654,0.158333823,1.24912405,-0.008281592,0.032990839,7
1.012209058,-0.09772972,1.03322649,0.024960093,0.119368158,0.134775206,0.020911057,-0.127099589,1.141849518,4
-0.155516371,-0.008520967,-0.009674625,-0.050770182,-0.03291912,-0.049131881,-0.171962038,0.054428499,0.130817398,26
0.133054212,0.982073784,0.836464405,-0.008610938,0.045388594,0.941570282,0.015372435,0.165197656,0.088242047,10
1.014153957,1.011987567,0.941330194,1.06129694,0.992732167,0.964434564,0.062104858,-0.107645765,-0.053406786,23
1.104581475,0.147184715,-0.047366094,0.107630752,0.951128423,0.016444331,1.01284039,-0.0341179,0.183541164,7
0.104940332,0.079222552,0.149599358,0.987635314,0.876140654,0.019540502,1.01102984,0.985167205,0.880323827,14
0.788741112,0.808183193,0.003920708,-0.01522422,0.925235808,0.962038159,1.000775933,1.020960927,0.041309919,20
0.105651237,0.015342155,1.044897676,0.896991789,0.037129086,0.982987583,1.107706666,0.966428757,0.947289467,6
-0.134373352,-0.092974074,0.013759322,1.013310909,0.965045035,0.97119993,-0.100008108,0.101939254,0.031436559,25
0.94613719,1.0268929,-0.02102481,0.873511255,0.075012498,0.993404448,1.115202427,-0.198804066,0.03643886,24
1.014829397,1.016521454,0.017606303,-0.040230565,1.131214976,0.820466518,0.856393933,0.86972338,0.157097235,20
0.217033491,0.070384674,0.03768298,0.900201976,0.99471128,1.028147459,-0.044448115,0.034239605,-0.031226123,25
1.018775225,1.025705338,0.117116451,0.116826534,0.047255293,-0.011305569,1.044613242,-0.026797211,0.962587118,16
0.911489487,1.011172652,1.109722733,0.877066553,0.024121933,0.021650562,0.070246495,0.093680695,0.099808455,2
1.207440734,0.246480465,-0.232798174,1.072591424,0.103913836,0.089238644,-0.111886099,1.083234549,1.097944975,17
0.976835489,0.953992784,-0.010436352,1.091066122,0.028598521,0.988177419,0.950252473,0.829678893,0.057308078,1
0.976271391,0.902188897,-0.062013216,0.009563601,1.12349689,1.095076203,0.994452119,0.973789454,0.016968397,20
-0.02628679,0.95223856,1.017083168,0.976687551,0.13893877,0.949551463,1.060781837,1.175901294,0.189690053,19
0.970576465,1.216644287,0.864230275,0.99824512,-0.045716353,0.018844146,-0.080809347,-0.004216586,0.092975192,2
-0.034051556,-0.167247921,-0.033265844,-0.059695315,0.034501184,-0.145918816,0.030857647,-0.06713783,-0.044262305,26
1.08676815,1.0548774,1.087015867,0.090978779,0.780964911,1.147347212,-0.068112202,0.827422082,1.075494409,8
0.999720395,1.154386759,-0.017925968,1.14985466,-0.14622508,1.055292726,0.930416763,0.025258971,0.084356807,24
-0.089671575,0.109136835,0.145865545,0.138729542,1.083275318,-0.124573588,-0.021245826,1.259898782,0.024762789,27
0.905396402,0.1963626,1.113169193,-0.007945003,0.006894599,0.150896817,0.041535124,-0.0158973,0.964539349,4
-0.001015054,1.05139482,1.084118128,0.092133932,-0.108199976,0.928203642,0.052827548,0.016656961,0.107238129,10
1.055487275,-0.134134501,0.954582512,-0.066072449,0.068817519,0.067060001,-0.151682943,0.148790047,1.060074925,4
0.113535836,0.070275009,0.036095455,-0.048069861,0.994854271,-0.065684423,-0.010919022,1.087932706,0.044514872,27
1.003086925,1.047802687,-0.010669186,0.027145131,0.045142159,-0.068521909,0.91408658,-0.077849917,1.025136709,16
