0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,Labels
0.027633447,0.010265335,-0.043008171,0.003017707,-0.075974159,-0.049640637,-0.006856434,-0.044774279,-0.173000574,0.103631496,-0.226438791,-0.06763494,-0.187096238,-0.055544019,-0.038281508,0.116948985,0.095590748,0.757214904,0.931104481,-0.005633935,-0.052053597,0.000554975,0.052326731,0.045292106,-0.027195908,0.938110352,-0.158129305,-0.041844461,0.055848777,0.232888505,0.00158287,0.075274669,0.128951997,-0.075972602,0.014618303,-0.006278578,0.010259436,-0.123678982,0.077805005,0.015365046,0.052019592,0.032580078,0.017106866,0.04601277,0.03442454,-0.060630422,0.039957356,0.054898094,-0.070159271,10
0.051727653,0.026566982,-0.012450645,0.097732082,0.001961725,-0.022728911,-0.009089529,0.073967017,-0.211126924,0.1612138,-0.221735522,-0.051376559,0.074039862,0.047227498,0.020116495,0.081840314,-0.024865419,1.069926739,0.205054849,-0.059462808,0.100904785,0.065451674,0.07235086,1.032586217,-0.031361237,0.685421586,-0.114613533,0.034831118,-0.046446353,-0.09028998,0.001639599,0.994381189,0.20139648,0.116358064,-0.007795715,-0.005103268,-0.035847399,-0.002298775,-0.103270248,0.018810369,0.22546722,-0.03449754,0.036479838,0.084380329,-0.014726232,-0.016597636,-0.041201547,0.071775749,-0.039294429,13
-0.026229445,-0.066630535,0.0750513,-0.004178831,0.028719468,0.023012599,0.011381157,0.027022654,-0.015479147,0.027108613,-0.068773463,-0.051161304,-0.057061363,0.005418328,0.056639291,0.219830558,-0.054888122,1.085037708,0.074635908,0.091529921,-0.003340698,0.024036223,0.066671208,0.805014789,0.099747784,0.893245995,-0.044056173,0.026061887,-0.015383527,0.100107461,-0.04031105,0.902861774,1.070217013,0.154318884,0.041016918,-0.028429836,0.121831089,-0.276391536,-0.203645959,-0.126985162,0.082951233,0.003129822,-0.037281971,0.012095958,0.072756477,0.080703326,0.027315443,0.074822821,0.029399797,9
-0.015451615,-0.12727727,-0.099234745,-0.179222673,0.098433211,-0.07384561,-0.023148244,0.033830743,0.072574735,0.14699398,1.102914929,0.978977919,0.074794769,-0.002082702,0.022666855,0.073364615,-0.044640429,-0.082372598,-0.035887741,-0.011005208,-0.005041357,0.099873953,0.009174036,0.871804357,0.890013397,0.015304931,0.038388215,-0.081329212,0.02109638,0.00886026,-0.079027653,-0.14292112,-0.142960072,-0.146813378,-0.088816121,-0.043140981,-0.05138142,0.030024234,-0.052605875,-0.038542978,-0.018133219,-0.110028408,0.024952209,-0.039859351,-0.052143037,-0.005853804,-0.095899664,-0.069623314,0.002255475,12
0.030327603,0.082478784,-0.043670282,-0.050499618,0.002570635,-0.06426537,-0.072982416,0.034377381,-0.141813219,-0.070982032,0.039143514,-0.060076341,0.033459246,-0.033200778,-0.073738448,-0.060740042,1.025319934,1.0850631,-0.13117063,0.052484874,0.046048161,-0.035559457,0.209842905,0.859773159,-0.226796195,1.225926399,-0.124848843,-0.017158113,0.07506188,-0.115645848,1.034178972,0.056133069,0.17706576,-0.134348929,0.047664884,-0.031325515,-0.17354463,-0.201823413,0.028732046,-0.097333595,-0.047406245,-0.030734492,-0.013512569,0.021105101,-0.003122969,-0.037191443,-0.003186737,0.009058554,0.051735926,24
0.088062152,0.022144325,-0.104697302,-0.037065972,-0.029399548,0.022043528,0.034491796,-0.052586105,-0.058930244,0.036677085,-0.033988737,0.003748351,0.044303216,-0.001060671,0.009899814,0.242004946,0.110090896,-0.117295265,0.135925889,-0.050240651,0.089820072,-0.029372156,0.026998915,0.855778337,1.03021419,0.881910145,-0.015135966,0.030435992,-0.004832128,0.096348159,0.034717087,0.030323796,-0.019835941,-0.035419933,-0.023002332,-0.045557249,0.003786795,-0.057718817,1.118206382,1.140037179,-0.056561839,-0.013453573,-0.052455571,-0.052229695,0.085023776,0.077340893,0.029777087,-0.129750982,0.016162666,0
0.0798501,-0.045942955,-0.040987428,-0.009338345,0.102194846,0.060694534,-0.022225495,0.103252746,-0.090738147,-0.19890821,-0.154532298,0.306766838,-0.187658221,0.004434545,-0.029290184,-0.021554761,0.939147472,0.856168866,-0.060766924,0.190519452,0.05078138,0.009766356,0.124086753,0.010388728,0.137234628,-0.018702343,0.082165919,0.054829206,0.06093761,-0.040901024,0.943438768,-0.022710629,0.964498997,-0.014671538,-0.072022423,-0.013946726,0.006606184,-0.059712555,-0.11737451,0.039400708,-0.051821344,0.105326012,-0.041962881,0.094609618,0.068784408,-0.096329935,0.018856427,-0.097435206,-0.044650026,16
-0.021521989,0.038337156,0.004565814,-0.056439467,0.019015508,-0.004780117,0.029659016,-0.009822611,0.028404206,0.115864217,0.004200842,0.083760023,-0.086840615,0.049974095,0.194831342,1.059801698,0.962337196,0.065721989,-0.214771137,0.019897586,0.022965867,0.078279331,0.135306418,0.945985913,0.986560702,0.080014564,-0.071326658,-0.011162929,0.148003444,1.00984025,0.805397987,0.085943319,0.176554054,0.084222212,-0.066402934,0.156651542,0.105193846,-0.049882282,0.062503472,0.209486544,-0.051909894,-0.098761998,0.014796029,0.036187362,0.050360221,0.04723943,-0.020357832,-0.052711356,-0.044974536,20
-0.008325375,-0.064214252,-0.017822906,-0.008721559,-0.059316058,0.040855099,-0.036081046,-0.002893435,-0.071884565,0.033901256,0.006854211,-0.008490372,0.01232154,0.030957157,0.122321479,0.033678494,0.153197646,0.184246406,-0.24570179,-0.038853511,-0.036781646,-0.020688502,-0.030071883,0.098509766,0.788863778,1.219255447,0.196658537,-0.087307729,-0.027400909,0.067308299,0.043140341,0.927407205,0.031606726,0.948809624,0.142360836,-0.042918947,-0.029242143,-0.069593124,1.156680107,1.017979741,0.113307253,0.026743341,-0.02343615,-0.017386002,-0.061007861,-0.164074361,0.036965236,-0.059612788,-0.122450501,1
0.043214031,0.085411847,-0.048917774,-0.032424379,0.074546017,0.10271211,-0.00132979,-0.087259091,-0.010821667,0.053760894,0.029512322,0.011393875,0.122964062,-0.016636407,0.06216684,-0.106115796,-0.058712341,-0.018779103,0.085634366,0.089009769,0.016159706,-0.052863333,0.072212756,1.078088045,0.71779561,-0.077917807,0.004920791,0.059890784,0.038473502,-0.039166376,-0.102551654,0.042370521,-0.076925844,0.003732365,0.040410489,-0.07696268,0.865036309,1.124227643,-0.068243101,-0.137342334,0.015523917,-0.014763089,-0.126777515,-0.012778897,-0.093666255,-0.161332846,-0.094456002,-0.074216612,0.030852417,12
-0.048743282,0.088027298,-0.114999771,0.096803159,0.013513667,0.009183972,0.028053973,-0.037372787,0.104265109,-0.026627526,-0.200523347,0.01709491,-0.056202527,-0.037400555,0.020461705,0.202103972,1.172076106,1.131503224,0.947599709,-0.062979758,-0.056849565,0.049076837,-0.198320523,1.027931929,-0.074907735,0.147522092,0.094866395,0.064523779,-0.002861408,-0.184411794,1.173644781,0.049093261,-0.122177273,-0.140818551,-0.014414757,-0.067374669,-0.040572453,0.065285549,0.039381098,-0.033960208,0.118503973,-0.087266162,-0.032341328,-0.076848656,0.018010061,-0.01936391,0.085147575,-0.033051804,-0.045877546,22
0.022569776,-0.040064346,0.014735919,-0.058556505,-0.004386212,-0.063847207,-0.042508591,0.073736049,0.050434984,-0.040311713,0.038091112,-0.219652802,-0.191541046,0.004185915,-0.043576557,0.022059165,1.105799675,0.011418633,0.958249927,0.000102434,-0.039021209,-0.037052266,0.143133521,0.176610261,0.090158939,0.128337011,0.101616502,0.00902372,-0.039799895,-0.00889416,0.060939468,-0.070278086,0.910306394,-0.052079167,-0.046506282,0.069570005,0.017223965,0.029957281,0.089891426,-0.174881816,-0.111023374,0.03856739,0.008454574,0.043641459,-0.11396163,0.029291341,0.028524611,-0.007849055,-0.064973705,4
0.028120482,-0.023529509,-0.094942659,-0.03891018,0.086467676,0.035146337,-0.073378108,-0.022519736,0.083220258,0.02826881,0.011270609,0.047201522,0.170450658,-0.027204901,0.050707258,-0.136827603,-0.136931315,1.13608551,0.159465834,0.041981991,0.006445498,-0.015747879,0.141395316,0.044870239,-0.139061779,0.057914771,-0.022108,-0.028293183,-0.067235813,-0.039152406,-0.166021585,-0.055750806,0.024060138,0.084136114,-0.027743861,-0.033761319,-0.136692658,-0.16114457,0.030405262,-0.252981097,0.152287528,-0.011895555,0.027308121,-0.068172239,0.089068793,-0.014979596,-0.005339438,-0.004322104,0.025236929,29
0.108651377,-0.02785025,0.091573037,0.045014516,-0.057961058,0.039000385,-0.076382242,0.024874877,-0.031780254,0.012567719,0.124575399,-0.088287622,0.033074543,0.009348172,-0.104146414,-0.191834301,0.893093944,0.959837317,0.90538168,0.07403627,-0.051563352,-0.026647139,-0.201807275,0.995882452,0.784906745,0.221238852,-0.061888307,0.114688747,0.092501029,-0.136798277,0.970437348,0.138168901,-0.143739313,0.012052822,-0.100336216,0.002488203,0.037684478,0.18081224,0.039569292,-0.059535544,-0.162544966,-0.025775999,0.108866088,0.055072553,-0.058072884,0.061595768,-0.062775254,0.018587349,0.034987848,5
-0.006998138,-0.006641156,-0.075407021,-0.011110566,-0.025381392,-0.000205323,0.020716533,-0.010168191,0.065338612,0.001155937,0.012547016,0.056588903,-0.114974707,0.107036985,-0.047605455,0.164043531,0.787219763,-0.037358288,-0.048666529,0.00803208,0.01866339,0.115102552,-0.17435421,1.215180397,0.157691002,0.088697433,-0.255797774,0.033936366,0.111579441,-0.11422573,-0.099285945,1.012005448,0.942654967,-0.130085662,0.034752455,0.034468822,0.064269528,-0.108414099,0.05378107,-0.017086374,0.103869066,0.035537723,-0.033728,0.092753589,-0.094969884,0.06703566,0.042072687,-0.043521438,0.061273601,17
0.082273774,-0.06717962,-0.057719421,-0.025614375,-0.012259662,-0.129913881,-0.022263244,0.040443514,0.007415246,0.203559712,0.045112703,0.008193802,0.029293187,0.015022586,0.113468222,0.080823198,1.12757349,0.999196112,1.1391083,0.226474762,0.005324524,0.046834465,-0.074366696,0.995555818,1.148065567,1.033986807,-0.06776271,-0.085177019,-0.019207055,-0.005360018,-0.014179366,0.039899245,0.080000252,-0.05356776,0.003756452,0.056567181,-0.049127739,0.066688791,0.028096844,0.009347573,-0.123459592,0.085641883,-0.022090381,0.034872543,0.025289817,-0.055413075,0.010611779,-0.129760727,-0.064912796,23
-0.003436549,0.022716047,-0.041722976,0.057100803,-0.01499055,-0.034366343,-0.022910694,0.049186457,0.138670117,0.014933329,0.111401118,-0.152984694,-0.216680884,-0.023999872,0.02381113,0.034450449,-0.050134297,-0.013311995,0.016975529,-0.141976789,0.069295779,-0.090522036,-0.029891502,0.915962875,0.96225065,1.061085463,0.02895657,0.058004852,0.056435432,-0.04969405,-0.096026316,0.045020103,0.062154762,0.171542913,0.066414915,-0.014267978,-0.014408818,0.079055898,-0.07861948,-0.042224307,-0.023227625,-0.015013878,-0.05224013,-0.036504716,-0.01090227,-0.028819794,-0.0177412,-0.001694405,-0.100155585,25
0.097248316,0.037317332,0.225214913,0.248865843,-0.127827257,0.039343547,0.079599969,-0.030393317,-0.064696856,0.027450088,0.923357725,0.941724181,1.043950319,-0.200349569,-0.020240951,-0.042214669,0.072372139,0.982369721,0.983412564,0.776322961,-0.029977798,0.077876784,-0.022012357,-0.038478311,-0.017275602,0.118380547,-0.154122412,-0.122021437,0.01549037,0.030958939,0.128961354,-0.060410328,-0.215288699,-0.027748466,0.033820324,0.10016159,0.00587877,0.000835088,0.062199511,-0.051016845,-0.047506057,0.021091959,0.065533035,0.007132865,-0.039313301,0.02957123,0.022812724,-0.01213719,0.01261305,23
0.034089599,-0.020980736,-0.024538388,-0.064675786,0.006454937,0.051064994,0.059239298,0.016130414,0.064141393,-0.052081697,-0.005862445,0.00935691,0.010856198,0.036502454,0.026823962,-0.087077804,-0.077412844,0.95400548,0.929226279,0.094913691,0.058030993,0.025454247,-0.025857903,-0.007045045,0.112808459,1.216082811,-0.051889285,-0.056013849,0.066742413,-0.07731951,0.035973534,0.120670721,0.033413228,0.133658499,-0.064328775,-0.026425069,0.099929556,0.133367106,0.153591588,0.099541232,-0.002969305,-0.052748021,-0.040398225,-0.007780654,-0.083943695,0.028365089,0.086780101,-0.051782321,0.002451783,10
-0.010124411,0.01866555,-0.005353442,0.012465722,-0.0204092,0.026595606,0.005974679,0.00790305,-0.034708407,-0.082148947,-0.108250007,0.001064669,-0.080410182,0.026593652,-0.028086653,-0.005054449,0.029517649,-0.049969044,0.976757348,1.014404774,0.070562989,0.044912398,0.014983646,-0.036550939,-0.288060784,0.085068136,1.067656994,0.070368499,0.043910757,-0.099456385,-0.163605034,0.050417408,0.187858969,-0.003987368,0.02220536,-0.065657333,0.017062513,-0.176420793,0.002352038,-0.223302662,0.062856443,-0.04354044,-0.000770444,0.051216114,0.070430234,0.046332803,0.086863808,-0.06354893,-0.028262237,10
0.022163287,-0.029953212,0.024089416,0.048526321,-0.065881304,0.063815683,-0.043429431,0.092564583,-0.047108177,0.010379881,0.100944661,0.003671358,-0.111430705,0.093646757,0.011442534,-0.166810185,-0.002084836,1.028319001,1.005579233,0.017233798,0.003497563,-0.014313034,-0.127155989,0.170329824,0.059309799,0.979324818,-0.139196217,0.02279014,-0.007493549,-0.096035153,0.020199545,0.115156412,0.131987765,0.115610965,-0.017066229,0.016119715,0.234775126,0.093427576,0.011586825,-0.014395919,-0.084645905,0.050900627,0.028145334,0.003869528,0.023805564,0.015810791,0.000318893,0.077610895,0.057155538,10
-0.007296016,0.033578124,0.055636991,-0.031113306,-0.013408588,-0.006932269,0.008309858,0.004288805,0.058694329,-0.081784807,-0.048824381,-0.011345468,0.02456018,-0.024742069,0.034707166,0.011074459,0.009329669,-0.113567114,-0.105581313,0.224079832,0.057987474,0.047000092,-0.052656967,-0.025474627,-0.041600633,-0.081634872,-0.091932237,0.222263634,-0.078913234,0.011213749,-0.005017847,0.772347987,0.961093187,0.930996478,0.050795574,0.054295432,0.022422459,-0.142933622,-0.047031902,0.159384325,-0.152236104,-0.007121786,0.003224033,0.021379221,-0.061955251,-0.207158923,-0.055509761,0.020768004,0.202972725,25
-0.108179249,0.07039348,0.00642124,0.048519652,-0.095361419,-0.007865776,-0.059269737,-0.057066828,-0.064290121,-0.046966311,0.080330387,-0.097049579,0.093100406,-0.056103677,-0.010056294,-0.000419388,0.167964205,0.038937747,0.054619946,0.314982593,0.010328343,-0.011869342,0.046381284,0.152262285,0.18049401,-0.118248478,0.142118871,-0.02716269,0.037362192,0.283097923,-0.091036879,-0.006791368,0.016572524,-0.085568495,-0.093607903,0.010013636,0.145964772,0.118221648,0.185206518,-0.314035684,0.021484181,-0.035943296,-0.013286765,0.066934459,0.049988203,0.057045955,-0.035839751,-0.017766623,-0.050196201,26
-0.045180678,-0.089885436,0.042858597,0.003252153,-0.051632632,0.017136535,0.009471842,0.004084108,-0.095009632,0.005621665,-0.082894608,0.072444744,0.100976728,-0.024078498,0.091337584,-0.062715769,-0.248993993,0.080102935,0.042239558,-0.212825269,-0.057831433,-0.014567384,-0.18993102,1.017448545,1.015270352,1.001381159,-0.01284048,0.008021758,0.0348203,-0.022496171,0.152578488,0.264114976,0.049043979,-0.137920275,0.001130645,0.06349656,-0.177294523,-0.178347126,-0.035945419,0.160391107,0.071925282,-0.009749795,0.054832812,-0.012979062,-0.045554187,0.019563759,0.041420747,0.008637952,0.003419576,25
-0.01200117,-0.028348107,-0.042189371,-0.012300771,-0.059721798,0.029521709,-0.010453718,0.011393254,-0.095133029,0.0496305,-0.184473783,0.059955291,-0.038328078,0.001066841,-0.026456906,0.049242936,-0.104415946,-0.031243136,0.060267422,0.022774819,-0.079509839,-0.073809639,0.120688133,1.260365963,-0.068513177,0.057390649,-0.086767241,-0.040660419,-0.087997556,0.028646672,1.07410264,1.097324014,0.925856411,-0.068795256,0.033979025,0.015811881,0.020611251,0.021423835,0.119891949,0.939801931,0.012774095,-0.081776015,-0.039063599,0.023184119,0.030096164,0.001278626,-0.021918662,0.043908324,0.064723872,11
0.012609166,0.055826943,-0.027150318,-0.043838814,-0.00055391,0.057422377,0.064966343,-0.040138606,0.014404042,-0.038398836,-0.113330685,0.160338655,0.01956255,-0.024414701,0.10046047,0.074604131,0.007224888,0.970080256,1.047811627,-0.088392451,-9.01e-05,0.038367551,0.042921096,-0.106083408,-0.057586633,1.008563757,-0.039193846,-0.073235385,-0.028106725,-0.00858907,0.129591197,0.070324041,-0.049721941,-0.147088602,-0.090334393,-0.065948449,-0.012052562,-0.107186124,0.0493594,-0.108230524,0.085114136,0.017242471,0.071849667,0.007752207,-0.00621468,0.06115054,-0.017137263,-0.003755406,-0.053638089,10
